CustomerID,SignupDate,TransactionDate,Revenue,Quantity,ProductCategory,Region,City,Country,TenureMonths,ChurnFlag,,OK
C0189,8/13/2022,11/1/2022,12.59,3,Apparel,East,Port Keith,Canada,2,No,,
C0450,8/24/2023,12/25/2023,12.69,3,Apparel,South,Danielchester,Canada,4,No,,
C0191,11/15/2023,11/18/2023,12.71,3,Home,East,Lake Rebeccaside,United States,0,No,,
C0424,12/16/2022,4/22/2023,12.78,3,Electronics,West,North Deniseside,United States,4,No,,
C0021,12/10/2022,3/1/2023,12.83,3,Beauty,West,New David,Australia,2,No,,
C0432,10/21/2023,12/4/2023,12.98,3,Beauty,North,North SUnited Statesn,Canada,1,No,,
C0320,1/22/2022,6/10/2023,13.10,3,Apparel,North,Stewartland,Canada,16,No,,
C0016,4/10/2022,3/30/2023,13.21,3,Beauty,North,Herrerafurt,France,11,Yes,,
C0195,8/31/2023,9/11/2023,13.23,3,Apparel,South,Port Jacobland,Australia,0,No,,
C0015,1/8/2023,8/21/2023,13.31,3,Beauty,North,South Dianeshire,United States,7,No,,
C0093,7/7/2022,5/11/2023,13.34,3,Home,North,North Noahstad,Australia,10,No,,
C0163,10/8/2023,12/12/2023,13.35,3,Sports,East,North Amandahaven,Canada,2,No,,
C0466,8/8/2022,9/16/2022,13.36,3,Toys,West,Daviston,United States,1,No,,
C0046,4/30/2023,7/7/2023,13.51,3,Sports,South,Teresaburgh,United States,2,Yes,,
C0186,10/11/2023,12/5/2023,13.63,3,Toys,South,North Beth,United Kingdom,1,No,,
C0156,11/30/2023,12/25/2023,13.64,3,Electronics,North,North Sarabury,Canada,0,No,,
C0383,4/22/2023,7/18/2023,13.66,3,Sports,North,Rodneyside,United Kingdom,2,No,,
C0246,12/15/2022,11/18/2023,13.68,3,Beauty,West,West Elizabeth,France,11,No,,
C0078,6/11/2022,6/26/2022,13.71,3,Toys,North,Samuelhaven,France,0,No,,
C0408,11/10/2022,6/24/2023,13.75,3,Beauty,West,Lake Mark,Germany,7,No,,
C0141,4/6/2023,12/15/2023,13.92,3,Toys,North,Lake Larry,Canada,8,No,,
C0251,5/27/2022,9/26/2022,13.92,3,Home,South,New Mariotown,France,4,Yes,,
C0411,11/1/2022,3/23/2023,13.97,3,Toys,West,Shawhaven,Australia,4,No,,
C0192,10/26/2023,10/28/2023,14.05,3,Beauty,West,Lake Crystalbury,United Kingdom,0,No,,
C0011,8/3/2022,2/24/2023,14.13,3,Beauty,South,Lake Rebeccaside,United Kingdom,6,Yes,,
C0158,3/27/2022,11/26/2023,14.36,3,Toys,West,North Cynthiaview,United Kingdom,20,No,,
C0018,5/11/2022,12/20/2023,14.36,3,Beauty,South,Port Keith,France,19,No,,
C0442,10/3/2023,10/31/2023,14.42,3,Home,South,Lake Roberto,United States,0,No,,
C0451,5/3/2023,10/15/2023,14.42,3,Apparel,East,South Noah,United States,5,No,,
C0287,9/20/2023,10/23/2023,14.42,3,Beauty,East,South Noah,Australia,1,No,,
C0423,7/15/2022,11/17/2023,14.44,3,Apparel,West,West Natashaport,Germany,16,No,,
C0178,10/10/2022,10/23/2022,14.46,3,Beauty,North,Stewartland,Germany,0,No,,
C0428,1/5/2023,4/26/2023,14.57,3,Apparel,West,Port Keith,Canada,3,No,,
C0168,11/27/2022,8/12/2023,14.58,3,Apparel,North,Lake Debra,Australia,8,No,,
C0179,9/25/2023,11/17/2023,14.70,3,Sports,South,Daviston,Germany,1,No,,
C0212,4/23/2022,12/21/2023,14.73,3,Beauty,South,North Sarabury,United Kingdom,20,No,,
C0148,2/11/2023,10/8/2023,14.82,3,Toys,North,North Richardmouth,Germany,7,No,,
C0035,5/26/2023,12/9/2023,14.92,3,Sports,East,Lake Leeton,France,6,No,,
C0282,2/8/2023,5/21/2023,14.94,3,Apparel,South,Port Richard,Australia,3,Yes,,
C0027,6/10/2022,8/29/2022,15.01,3,Home,North,North Amandahaven,Canada,2,Yes,,
C0342,6/21/2022,9/19/2023,15.09,3,Sports,West,Lake Nicoleview,Germany,15,No,,
C0169,10/2/2023,12/23/2023,15.14,3,Apparel,West,North Noahstad,France,2,No,,
C0414,2/23/2022,11/27/2022,15.18,3,Apparel,South,West Donald,France,9,Yes,,
C0279,10/21/2023,11/24/2023,15.22,3,Sports,North,Brandtside,Australia,1,No,,
C0391,1/20/2022,6/2/2023,15.24,3,Apparel,East,Shieldston,Canada,16,Yes,,
C0165,9/12/2023,11/21/2023,15.30,3,Electronics,South,West Elizabeth,Canada,2,No,,
C0291,2/26/2023,9/26/2023,15.31,3,Sports,South,Taylorburgh,Canada,7,Yes,,
C0443,2/27/2022,12/24/2022,15.34,3,Electronics,West,North Cynthiaview,France,10,No,,
C0084,12/28/2023,12/31/2023,15.43,3,Apparel,East,Lake Nicoleview,Germany,0,No,,
C0421,1/5/2022,1/24/2023,15.45,3,Home,South,South Dianeshire,France,12,No,,
C0444,9/26/2023,12/10/2023,15.51,3,Sports,South,Cassandraton,Germany,2,No,,
C0154,6/9/2023,10/20/2023,15.54,3,Beauty,South,Mortonside,United States,4,No,,
C0428,1/5/2023,11/30/2023,15.61,3,Sports,North,Danielchester,United Kingdom,10,No,,
C0093,7/7/2022,9/5/2022,15.68,3,Sports,West,South Todd,France,2,No,,
C0362,6/10/2022,5/22/2023,15.72,3,Electronics,South,Herrerafurt,United States,11,No,,
C0062,3/4/2023,11/14/2023,15.82,3,Apparel,South,East Jamesside,United States,8,No,,
C0288,8/10/2023,9/6/2023,15.82,3,Home,West,North Jessicaland,United States,0,No,,
C0459,3/17/2022,2/27/2023,15.85,3,Toys,North,Teresaburgh,Canada,11,Yes,,
C0326,3/14/2023,4/3/2023,15.89,3,Electronics,West,Gomezchester,Australia,0,No,,
C0070,1/25/2023,12/28/2023,15.94,3,Toys,North,Ericmouth,Germany,11,No,,
C0407,5/30/2022,9/4/2022,15.96,3,Apparel,West,Leeville,United Kingdom,3,No,,
C0360,7/10/2022,7/17/2022,16.03,3,Apparel,North,New Roberttown,Germany,0,Yes,,
C0401,2/20/2022,3/25/2023,16.11,3,Electronics,East,North Richardmouth,United States,13,Yes,,
C0360,7/10/2022,4/23/2023,16.14,3,Beauty,West,Stewartland,Germany,9,Yes,,
C0210,3/22/2022,12/21/2022,16.25,3,Beauty,North,West Allison,United Kingdom,9,Yes,,
C0085,9/9/2022,2/10/2023,16.25,3,Home,East,Bassport,France,5,No,,
C0350,2/6/2022,12/15/2023,16.25,3,Home,West,Coxberg,Germany,22,No,,
C0178,10/10/2022,3/1/2023,16.27,3,Toys,North,Adamsborough,United States,4,No,,
C0312,7/14/2022,8/26/2022,16.41,3,Toys,South,Leeville,Germany,1,Yes,,
C0260,5/31/2022,11/2/2023,16.45,3,Electronics,North,New Stephanie,Canada,17,No,,
C0459,3/17/2022,7/31/2022,16.47,3,Apparel,East,North Sarabury,Canada,4,Yes,,
C0176,1/20/2023,4/8/2023,16.51,3,Apparel,North,South Christineshire,United States,2,No,,
C0257,12/4/2022,11/28/2023,16.58,3,Beauty,West,Port Jesseville,United States,11,No,,
C0334,3/29/2023,10/27/2023,16.59,3,Electronics,West,Cassandraton,Canada,7,No,,
C0476,7/5/2023,9/3/2023,16.65,3,Electronics,South,Lake Roberto,France,2,No,,
C0339,2/18/2022,5/1/2023,16.75,3,Home,East,New Jessica,United States,14,Yes,,
C0222,2/22/2022,3/11/2023,16.82,3,Apparel,South,Williamview,Australia,12,No,,
C0274,2/6/2022,3/25/2022,16.83,3,Electronics,East,Shieldston,Australia,1,Yes,,
C0197,8/21/2022,2/27/2023,16.89,3,Home,North,West Juan,Canada,6,No,,
C0301,12/7/2023,12/19/2023,16.89,3,Apparel,South,East Courtneychester,Australia,0,No,,
C0473,4/19/2023,7/6/2023,16.98,3,Home,West,South Dianeshire,Australia,2,No,,
C0046,4/30/2023,9/12/2023,17.06,3,Home,North,Mortonside,United Kingdom,4,Yes,,
C0333,4/26/2023,9/20/2023,17.09,3,Toys,South,South Aaron,Canada,4,No,,
C0427,9/26/2022,5/1/2023,17.10,3,Home,West,North Amandahaven,Canada,7,No,,
C0299,6/2/2022,3/21/2023,17.12,3,Apparel,North,Sanchezfort,United States,9,Yes,,
C0442,10/3/2023,10/27/2023,17.14,3,Toys,South,Sarahborough,United States,0,No,,
C0392,11/17/2022,4/8/2023,17.16,3,Electronics,East,Jasonfort,Canada,4,No,,
C0463,3/27/2022,10/1/2023,17.25,3,Toys,North,Lake Rebeccaside,Canada,18,No,,
C0472,8/6/2022,8/27/2022,17.31,3,Toys,South,North John,Australia,0,Yes,,
C0191,11/15/2023,12/7/2023,17.40,3,Electronics,West,East Jill,United Kingdom,0,No,,
C0314,10/2/2023,10/28/2023,17.41,3,Sports,East,Brandtside,France,0,No,,
C0402,10/27/2023,11/18/2023,17.43,3,Apparel,West,West Juan,United Kingdom,0,No,,
C0419,7/26/2023,11/24/2023,17.58,3,Apparel,North,Lake Lisaport,Germany,4,No,,
C0083,4/7/2023,8/9/2023,17.59,3,Electronics,North,Lake Larry,United Kingdom,4,No,,
C0160,11/13/2023,12/15/2023,17.60,3,Beauty,South,South Patrickmouth,France,1,No,,
C0499,11/6/2023,11/10/2023,17.67,3,Beauty,North,Shieldston,United Kingdom,0,No,,
C0373,10/25/2023,12/1/2023,17.74,3,Beauty,South,South Todd,United Kingdom,1,No,,
C0198,11/23/2023,11/27/2023,17.84,3,Home,West,Stewartland,Canada,0,No,,
C0147,4/30/2023,11/19/2023,17.86,3,Beauty,North,West Andrewside,Germany,6,No,,
C0386,2/12/2023,9/29/2023,17.86,3,Beauty,South,Johnfurt,United States,7,No,,
C0271,9/11/2022,12/30/2023,17.87,3,Toys,South,Williamview,Canada,15,No,,
C0399,12/20/2022,11/18/2023,17.89,3,Electronics,South,Ramirezstad,Canada,11,No,,
C0091,2/22/2022,5/7/2023,17.96,3,Home,East,West Donald,United Kingdom,14,Yes,,
C0051,1/23/2023,8/28/2023,17.97,3,Home,South,New Kellystad,Germany,7,Yes,,
C0160,11/13/2023,12/25/2023,17.98,3,Electronics,South,Taylorburgh,Australia,1,No,,
C0175,8/13/2022,11/17/2023,18.07,3,Electronics,East,Port Jacobland,United Kingdom,15,No,,
C0420,9/12/2023,11/23/2023,18.07,3,Home,West,Mooreport,United States,2,No,,
C0304,11/12/2023,12/1/2023,18.09,3,Electronics,East,West Michael,Germany,0,No,,
C0317,4/5/2023,11/2/2023,18.10,3,Apparel,West,South Todd,Canada,7,No,,
C0072,4/16/2022,11/11/2023,18.11,3,Electronics,South,West Elizabeth,Germany,19,No,,
C0439,4/27/2022,9/25/2022,18.15,3,Electronics,North,Williamview,Canada,5,No,,
C0259,4/18/2023,12/22/2023,18.19,3,Beauty,North,Lake Larry,Germany,8,No,,
C0187,11/14/2022,9/11/2023,18.21,3,Home,North,North Beth,United Kingdom,10,No,,
C0480,12/23/2022,1/6/2023,18.31,3,Beauty,West,Johnfurt,Germany,0,No,,
C0269,1/2/2022,6/21/2022,18.31,3,Electronics,North,East Lydiamouth,France,5,Yes,,
C0246,12/15/2022,4/20/2023,18.34,3,Electronics,West,Johnfurt,Australia,4,No,,
C0113,1/14/2023,7/15/2023,18.45,3,Electronics,South,Port Richard,Canada,6,No,,
C0328,1/27/2022,12/7/2022,18.60,3,Electronics,East,West Natashaport,Australia,10,No,,
C0060,1/2/2023,3/16/2023,18.71,3,Beauty,South,North SUnited Statesn,Germany,2,No,,
C0225,11/3/2023,11/22/2023,18.88,3,Electronics,East,East Donna,Australia,0,No,,
C0389,2/5/2022,8/21/2023,18.98,3,Electronics,South,Herrerafurt,France,18,No,,
C0266,12/12/2022,11/24/2023,19.00,3,Sports,East,Lake Larry,Canada,11,No,,
C0436,2/27/2022,3/24/2022,19.00,3,Toys,South,Lake Lisaport,United States,0,Yes,,
C0249,12/12/2022,2/28/2023,19.03,3,Apparel,East,Port Jesseville,United States,2,No,,
C0291,2/26/2023,9/20/2023,19.03,3,Home,West,Ramirezstad,United Kingdom,6,Yes,,
C0336,5/31/2023,11/14/2023,19.07,3,Beauty,East,South Dianeshire,Canada,5,No,,
C0085,9/9/2022,11/2/2022,19.21,3,Apparel,South,Shawhaven,Germany,1,No,,
C0185,2/15/2023,3/17/2023,19.28,3,Home,West,Williamview,France,1,No,,
C0443,2/27/2022,8/19/2023,19.38,3,Home,East,Saramouth,United States,17,No,,
C0500,1/15/2023,9/20/2023,19.49,3,Home,East,Mooreport,Germany,8,Yes,,
C0195,8/31/2023,12/2/2023,19.61,3,Apparel,South,Lisatown,Canada,3,No,,
C0150,10/17/2023,11/8/2023,19.64,3,Beauty,South,Lake Larry,Germany,0,No,,
C0401,2/20/2022,4/7/2022,19.70,3,Toys,West,West Allison,Germany,1,Yes,,
C0413,11/13/2023,11/29/2023,19.94,3,Apparel,South,West Natashaport,Germany,0,No,,
C0039,7/9/2022,11/17/2023,19.95,3,Apparel,West,Shawhaven,France,16,No,,
C0042,7/21/2023,10/26/2023,20.01,3,Home,West,Davidstad,Australia,3,No,,
C0357,4/9/2022,5/19/2022,20.05,3,Apparel,North,South Noah,France,1,No,,
C0378,4/14/2022,11/7/2023,20.07,3,Electronics,East,West Andrewside,France,19,No,,
C0129,7/1/2023,7/10/2023,20.11,3,Home,East,Daviston,United Kingdom,0,No,,
C0461,10/18/2023,10/24/2023,20.12,3,Beauty,North,Wilkersonmouth,Canada,0,No,,
C0446,4/6/2022,12/3/2022,20.22,3,Toys,North,East Jamesside,Australia,8,No,,
C0223,11/15/2023,11/17/2023,20.23,3,Apparel,West,North Noahstad,Canada,0,No,,
C0312,7/14/2022,11/26/2022,20.40,3,Beauty,North,North Matthewberg,Germany,4,Yes,,
C0154,6/9/2023,10/18/2023,20.46,3,Sports,West,Lake Debbie,Australia,4,No,,
C0062,3/4/2023,6/20/2023,20.47,3,Sports,North,North Judithbury,Germany,3,No,,
C0296,5/25/2023,7/26/2023,20.47,3,Apparel,East,Port Richard,United Kingdom,2,No,,
C0129,7/1/2023,9/11/2023,20.54,3,Apparel,East,Port Richard,France,2,No,,
C0480,12/23/2022,12/22/2023,20.87,3,Sports,West,West Donald,United States,12,No,,
C0076,12/31/2023,12/31/2023,20.94,3,Toys,East,Lake Roberto,United States,0,No,,
C0126,4/9/2022,2/15/2023,21.02,3,Apparel,West,Lake Lisaport,France,10,No,,
C0409,7/24/2023,7/25/2023,21.05,3,Beauty,West,West Michael,Australia,0,No,,
C0416,9/5/2023,9/12/2023,21.05,3,Home,South,East Jamesside,France,0,No,,
C0336,5/31/2023,10/5/2023,21.06,3,Home,East,Sarahborough,Canada,4,No,,
C0385,6/22/2023,9/19/2023,21.06,3,Electronics,South,Ramirezstad,United States,2,No,,
C0090,12/4/2022,8/20/2023,21.06,3,Apparel,East,New Jeffrey,United Kingdom,8,No,,
C0489,11/21/2022,5/21/2023,21.10,3,Home,West,West Andrewside,Germany,6,No,,
C0130,9/5/2023,12/3/2023,21.10,3,Beauty,South,Sarahborough,United States,2,No,,
C0418,2/22/2022,12/13/2022,21.21,3,Sports,South,New Jeffrey,Germany,9,Yes,,
C0068,1/23/2023,8/24/2023,21.25,3,Home,East,East Mikeburgh,United States,7,Yes,,
C0020,11/5/2022,3/30/2023,21.27,3,Toys,West,New Stephanie,France,4,Yes,,
C0003,9/28/2022,12/20/2023,21.28,3,Beauty,South,Stewartland,Australia,14,No,,
C0449,7/14/2023,10/1/2023,21.32,3,Apparel,North,Cassandraton,Canada,2,No,,
C0089,12/21/2023,12/29/2023,21.38,3,Toys,North,Shieldston,United States,0,No,,
C0478,10/16/2022,6/27/2023,21.39,3,Beauty,West,South Patrickmouth,Australia,8,No,,
C0235,10/7/2022,2/11/2023,21.49,3,Sports,West,Leeville,France,4,No,,
C0070,1/25/2023,12/31/2023,21.52,3,Home,East,New Stephanie,France,11,No,,
C0345,4/22/2023,12/25/2023,21.57,3,Home,South,East Courtneychester,Canada,8,No,,
C0200,5/12/2023,12/30/2023,21.62,3,Beauty,East,Lake Larry,Australia,7,No,,
C0163,10/8/2023,12/16/2023,21.66,3,Beauty,South,South Patrickmouth,Australia,2,No,,
C0057,7/19/2023,9/4/2023,21.67,3,Apparel,East,Lisatown,Canada,1,No,,
C0023,2/18/2023,8/17/2023,21.72,3,Apparel,East,East Josephville,Germany,6,Yes,,
C0350,2/6/2022,4/27/2023,21.78,3,Apparel,North,Sarahborough,United States,14,No,,
C0296,5/25/2023,8/21/2023,21.79,3,Sports,South,Sanchezfort,Germany,2,No,,
C0066,3/22/2022,9/29/2023,21.86,3,Electronics,South,Sarahborough,France,18,No,,
C0039,7/9/2022,11/4/2022,21.93,3,Electronics,North,East Josephville,France,3,No,,
C0231,7/3/2022,5/31/2023,21.99,3,Electronics,South,Lisatown,United Kingdom,11,No,,
C0201,3/18/2023,12/27/2023,22.01,3,Toys,South,Evanmouth,United Kingdom,9,No,,
C0473,4/19/2023,8/12/2023,22.05,3,Apparel,East,New Roberttown,Germany,3,No,,
C0018,5/11/2022,7/12/2022,22.29,3,Beauty,West,Mooreport,France,2,No,,
C0349,4/9/2022,11/29/2023,22.29,3,Toys,East,North Cynthiaview,Germany,19,No,,
C0431,11/1/2023,12/10/2023,22.38,3,Sports,South,Port Jacobland,United Kingdom,1,No,,
C0357,4/9/2022,3/14/2023,22.45,3,Home,West,Lake Lisaport,United States,11,No,,
C0203,9/25/2022,7/30/2023,22.64,3,Toys,South,Williamview,France,10,Yes,,
C0474,3/8/2023,10/17/2023,22.69,3,Electronics,West,Lake Mark,United Kingdom,7,No,,
C0247,10/22/2023,11/17/2023,22.84,3,Sports,West,Taylorburgh,Australia,0,No,,
C0384,11/13/2023,11/26/2023,22.95,3,Toys,North,Bassport,France,0,No,,
C0328,1/27/2022,2/19/2023,23.03,3,Sports,East,Adamsborough,Germany,12,No,,
C0241,7/20/2022,9/7/2023,23.07,3,Electronics,East,Robinsonshire,France,13,No,,
C0022,5/7/2023,8/1/2023,23.08,3,Home,East,Mooreport,Canada,2,No,,
C0406,5/5/2022,3/20/2023,23.14,3,Sports,East,Tashatown,Canada,10,No,,
C0244,11/22/2022,5/6/2023,23.29,3,Sports,East,Juliechester,United Kingdom,5,No,,
C0292,4/14/2022,9/25/2023,23.33,3,Sports,East,Gomezchester,United Kingdom,17,Yes,,
C0216,7/20/2023,9/21/2023,23.34,3,Sports,South,Shawhaven,United States,2,No,,
C0245,4/9/2023,11/25/2023,23.47,3,Toys,South,North SUnited Statesn,Germany,7,No,,
C0022,5/7/2023,12/6/2023,23.51,3,Beauty,West,Wilkersonmouth,France,7,No,,
C0100,6/5/2023,12/14/2023,23.53,3,Toys,East,Sarahborough,France,6,No,,
C0273,3/29/2023,7/14/2023,23.53,3,Toys,South,Lisatown,United States,3,No,,
C0415,3/20/2023,9/3/2023,23.61,3,Toys,East,East Jessetown,France,5,No,,
C0494,5/12/2023,8/2/2023,23.69,3,Sports,South,New David,France,2,No,,
C0115,8/19/2022,9/4/2023,23.70,3,Beauty,West,Port Keith,France,12,Yes,,
C0119,7/20/2022,9/24/2023,23.72,3,Toys,East,Rodneyside,Australia,14,No,,
C0086,12/3/2023,12/28/2023,23.76,3,Beauty,East,North Sarabury,United Kingdom,0,No,,
C0276,1/9/2022,4/30/2022,23.77,3,Toys,East,East Jessetown,Germany,3,No,,
C0104,4/17/2023,11/27/2023,23.80,3,Apparel,West,Robinsonshire,United States,7,No,,
C0108,8/16/2023,8/24/2023,23.85,3,Home,North,Lake Larry,United States,0,No,,
C0355,6/30/2022,11/10/2022,23.86,3,Toys,North,West Michael,Canada,4,No,,
C0122,5/18/2023,6/3/2023,23.89,3,Toys,South,Rodneyside,Australia,0,No,,
C0260,5/31/2022,12/13/2022,23.89,3,Beauty,South,North Noahstad,United Kingdom,6,No,,
C0490,5/31/2023,10/24/2023,23.90,3,Home,North,New Roberttown,United States,4,No,,
C0377,1/21/2023,12/6/2023,24.01,3,Apparel,North,Stevenland,France,10,No,,
C0059,4/2/2022,3/25/2023,24.06,3,Electronics,West,North Micheleland,Australia,11,No,,
C0288,8/10/2023,11/29/2023,24.15,3,Home,East,North Noahstad,Australia,3,No,,
C0410,12/8/2022,11/3/2023,24.30,3,Sports,East,Saramouth,United States,11,No,,
C0309,5/19/2023,9/4/2023,24.35,3,Beauty,North,Lake Larry,Canada,3,No,,
C0254,5/4/2023,11/10/2023,24.45,3,Apparel,South,North Matthewberg,United Kingdom,6,No,,
C0026,10/4/2022,12/31/2023,24.54,3,Home,South,North John,United States,15,No,,
C0278,4/9/2022,10/29/2023,24.62,3,Home,West,South Christineshire,United Kingdom,18,Yes,,
C0212,4/23/2022,4/28/2022,24.67,3,Home,East,Davidstad,United Kingdom,0,No,,
C0453,9/29/2022,12/24/2023,24.71,3,Toys,East,West Michael,United Kingdom,15,No,,
C0050,10/1/2022,4/24/2023,24.73,3,Toys,North,New Brooke,Australia,6,No,,
C0312,7/14/2022,10/20/2022,24.75,3,Toys,East,South Christineshire,United States,3,Yes,,
C0276,1/9/2022,10/22/2023,24.77,3,Beauty,South,Robinsonshire,Germany,21,No,,
C0182,12/25/2022,2/19/2023,24.81,3,Home,West,Lake Lisaport,Canada,1,Yes,,
C0278,4/9/2022,4/26/2022,24.86,3,Electronics,East,North Judithbury,United States,0,Yes,,
C0287,9/20/2023,11/8/2023,24.92,3,Home,West,New Jessica,United States,1,No,,
C0130,9/5/2023,9/18/2023,24.95,3,Sports,West,South Noah,United States,0,No,,
C0266,12/12/2022,1/22/2023,24.97,3,Toys,North,West Elizabeth,Germany,1,No,,
C0168,11/27/2022,11/29/2023,25.00,3,Home,South,Adamsborough,Australia,12,No,,
C0367,7/20/2023,8/28/2023,25.01,3,Apparel,West,East Jill,Australia,1,No,,
C0034,2/28/2022,5/16/2022,25.03,3,Beauty,West,Lake Roberto,Germany,2,No,,
C0444,9/26/2023,10/16/2023,25.07,3,Apparel,West,Ramirezstad,Germany,0,No,,
C0414,2/23/2022,9/11/2022,25.10,3,Apparel,North,Brandtside,United Kingdom,6,Yes,,
C0493,9/15/2022,10/6/2023,25.31,3,Electronics,East,Lisatown,United Kingdom,12,No,,
C0172,4/18/2023,12/27/2023,25.33,3,Sports,North,Shieldston,France,8,No,,
C0048,1/21/2022,6/21/2023,25.34,3,Home,East,East Courtneychester,Australia,17,No,,
C0222,2/22/2022,2/22/2023,25.42,3,Electronics,South,North Cynthiaview,United Kingdom,12,No,,
C0161,7/11/2023,8/8/2023,25.49,3,Home,South,Lake Larry,United Kingdom,0,No,,
C0231,7/3/2022,11/9/2023,25.51,3,Sports,South,East Mikeburgh,United Kingdom,16,No,,
C0221,5/10/2022,10/25/2023,25.57,3,Home,South,North Beth,United Kingdom,17,No,,
C0464,11/28/2023,12/3/2023,25.57,3,Sports,West,Evanmouth,France,0,No,,
C0207,4/23/2022,5/21/2023,25.66,3,Beauty,West,North Sarabury,Germany,13,Yes,,
C0174,7/9/2022,3/15/2023,25.74,3,Beauty,West,Lake Nicoleview,United States,8,No,,
C0116,2/10/2022,6/25/2022,25.78,3,Toys,West,North Richardmouth,France,4,No,,
C0458,9/4/2022,12/2/2022,25.82,3,Beauty,West,New David,Germany,2,Yes,,
C0494,5/12/2023,7/8/2023,25.82,3,Beauty,East,East Josephville,Australia,1,No,,
C0379,1/28/2023,7/14/2023,25.89,3,Toys,East,North SUnited Statesn,Australia,5,No,,
C0177,1/12/2023,7/14/2023,25.92,3,Apparel,South,Jasonfort,France,6,No,,
C0199,4/23/2022,5/5/2022,26.00,3,Home,East,North Beth,Australia,0,Yes,,
C0113,1/14/2023,2/28/2023,26.02,3,Toys,East,Lake Crystalbury,Australia,1,No,,
C0353,5/12/2023,9/11/2023,26.05,3,Beauty,South,Lake Leeton,France,4,No,,
C0282,2/8/2023,5/6/2023,26.22,3,Apparel,North,New Mariotown,Germany,2,Yes,,
C0376,5/5/2023,8/5/2023,26.24,3,Electronics,South,Adamsborough,United Kingdom,3,No,,
C0309,5/19/2023,6/25/2023,26.24,3,Electronics,South,Brandtside,France,1,No,,
C0149,8/19/2022,4/11/2023,26.31,3,Toys,West,Lake Crystalbury,Canada,7,No,,
C0019,10/24/2023,11/1/2023,26.41,3,Electronics,South,New Jessica,France,0,No,,
C0260,5/31/2022,10/2/2022,26.45,3,Home,East,Port Jesseville,Germany,4,No,,
C0281,5/11/2022,3/29/2023,26.55,3,Sports,East,Wilkersonmouth,France,10,Yes,,
C0028,4/5/2023,9/8/2023,26.56,3,Toys,West,South Christineshire,Canada,5,No,,
C0408,11/10/2022,11/15/2022,26.77,3,Apparel,West,North Micheleland,Germany,0,No,,
C0117,1/28/2022,10/21/2022,26.81,3,Sports,North,West Andrewside,United Kingdom,8,No,,
C0409,7/24/2023,9/26/2023,26.88,3,Sports,South,Cassandraton,Germany,2,No,,
C0103,10/10/2023,11/19/2023,26.89,3,Toys,South,North Cynthiaview,United States,1,No,,
C0143,7/29/2023,12/28/2023,26.95,3,Home,North,North Noahstad,United Kingdom,5,No,,
C0349,4/9/2022,9/8/2023,27.05,3,Apparel,South,South Dianeshire,United Kingdom,17,No,,
C0090,12/4/2022,7/3/2023,27.08,3,Home,East,Lake Debbie,Australia,7,No,,
C0065,7/25/2022,5/10/2023,27.24,3,Apparel,South,North Judithbury,United States,9,Yes,,
C0269,1/2/2022,4/5/2023,27.35,3,Beauty,North,North Richardmouth,United States,15,Yes,,
C0111,2/23/2023,10/12/2023,27.36,3,Beauty,East,North Richardmouth,Australia,7,No,,
C0435,8/27/2023,9/10/2023,27.41,3,Sports,South,North Richardmouth,United States,0,No,,
C0237,7/17/2022,5/23/2023,27.43,3,Sports,North,East Donna,Australia,10,No,,
C0234,10/21/2022,11/10/2023,27.55,3,Beauty,West,North Micheleland,France,12,No,,
C0175,8/13/2022,3/22/2023,27.56,3,Beauty,North,Danielchester,France,7,No,,
C0130,9/5/2023,11/3/2023,27.69,3,Toys,West,North Deniseside,United Kingdom,1,No,,
C0374,10/1/2023,11/16/2023,27.69,3,Electronics,North,North Deniseside,United Kingdom,1,No,,
C0450,8/24/2023,9/26/2023,27.78,3,Sports,North,West Andrewside,Canada,1,No,,
C0028,4/5/2023,12/12/2023,27.80,3,Sports,South,Taylorburgh,France,8,No,,
C0108,8/16/2023,9/1/2023,27.87,3,Home,East,Cassandraton,United Kingdom,0,No,,
C0330,10/4/2022,2/28/2023,28.07,3,Sports,West,South David,Germany,4,No,,
C0342,6/21/2022,6/26/2023,28.10,3,Toys,North,Lake Larry,Australia,12,No,,
C0318,4/15/2023,7/7/2023,28.11,3,Beauty,West,Taylorburgh,France,2,No,,
C0393,5/27/2023,7/5/2023,28.22,3,Sports,West,Shawhaven,United Kingdom,1,No,,
C0495,6/9/2022,1/29/2023,28.25,3,Beauty,South,East Lydiamouth,France,7,No,,
C0266,12/12/2022,5/15/2023,28.25,3,Beauty,North,Robinsonshire,Canada,5,No,,
C0496,4/20/2023,5/25/2023,28.26,3,Home,North,Port Jesseville,Germany,1,Yes,,
C0298,4/9/2022,12/8/2022,28.29,3,Toys,South,South Patrickmouth,Canada,8,No,,
C0164,1/28/2022,2/5/2022,28.34,3,Home,East,North Judithbury,Australia,0,No,,
C0447,9/30/2023,10/1/2023,28.56,3,Beauty,West,Lake Matthew,Canada,0,No,,
C0219,2/7/2023,4/7/2023,28.57,3,Electronics,East,West Elizabeth,Australia,1,No,,
C0285,4/30/2022,5/21/2022,28.59,3,Toys,North,Bassport,Canada,0,No,,
C0342,6/21/2022,9/28/2023,28.60,3,Beauty,South,Lake Larry,France,15,No,,
C0467,3/10/2022,11/11/2023,28.63,3,Home,West,New Kellystad,Germany,20,No,,
C0154,6/9/2023,10/12/2023,28.82,3,Apparel,East,Sarahborough,Germany,4,No,,
